,clone-depth,groups,name,path
512,,pdk,platform/system/gatekeeper,system/gatekeeper
513,,pdk,platform/system/keymaster,system/keymaster
514,,pdk,platform/system/media,system/media
515,,,platform/system/nativepower,system/nativepower
516,,pdk,platform/system/netd,system/netd
517,,,platform/system/nvram,system/nvram
518,,pdk,platform/system/security,system/security
519,,pdk,platform/system/sepolicy,system/sepolicy
520,,pdk,platform/system/tools/aidl,system/tools/aidl
521,,,platform/system/tpm,system/tpm
522,,pdk,platform/system/update_engine,system/update_engine
523,,pdk,platform/system/vold,system/vold
524,,,platform/system/weaved,system/weaved
525,,,platform/system/webservd,system/webservd
526,,"vts,pdk",platform/test/vts,test/vts
527,,,toolchain/binutils,toolchain/binutils
528,,"notdefault,tools",platform/tools/adt/idea,tools/adt/idea
529,,"notdefault,tools",platform/tools/base,tools/base
530,,"notdefault,tools",platform/tools/build,tools/build
531,,tools,platform/tools/external/fat32lib,tools/external/fat32lib
532,,tools,platform/tools/external/gradle,tools/external/gradle
533,,"notdefault,tools",platform/tools/idea,tools/idea
534,,"notdefault,tradefed",platform/tools/loganalysis,tools/loganalysis
535,,"notdefault,motodev",platform/tools/motodev,tools/motodev
536,,"notdefault,tools",platform/tools/studio/cloud,tools/studio/cloud
537,,"notdefault,tools",platform/tools/swt,tools/swt
538,,"notdefault,tradefed",platform/tools/tradefederation,tools/tradefederation
539,,pdk,platform/tools/test/connectivity,tools/test/connectivity
